D (-1,-1,-1) (3,0,1)
C 393 0
C 394 0
C 395 0
C 396 0
C 397 0
C 398 0
C 399 0
C 400 0
C 401 0
C 402 0
C 403 0
C 404 0
I 5 3 3 (5,5,0) (0,0,0,0)
I 4 2 16 (2,4,3) (0,-1,0,0)
I 5 2 29 (5,0,0) (-1,-1,0,0)|(1,1,-1,0)
I 5 1 30 (2,2,2) (1,1,1,0)
I 4 2 1 (4,2,1) (-1,0,1,0)
