D (-1,-1,-1) (4,2,0)
C 85 0
C 86 0
C 87 0
C 88 0
C 89 0
C 90 0
C 91 0
C 92 0
C 93 0
C 94 0
C 95 0
C 96 0
C 97 0
C 98 0
C 99 0
C 100 0
C 101 0
C 102 0
C 103 0
C 104 0
C 105 0
C 106 0
C 107 0
C 108 0
C 109 0
C 110 0
C 111 0
C 112 0
C 113 0
C 114 0
C 115 0
C 116 0
C 117 0
C 118 0
C 119 0
C 120 0
C 121 0
C 122 0
C 123 0
C 124 0
C 125 0
C 126 0
C 127 0
C 128 0
C 129 0
C 130 0
C 131 0
C 132 0
C 133 0
C 134 0
C 135 0
C 136 0
C 137 0
C 138 0
C 139 0
C 140 0
C 141 0
C 142 0
C 143 0
C 144 0
C 145 0
C 146 0
C 147 0
C 148 0
C 149 0
C 150 0
C 151 0
C 152 0
C 153 0
C 154 0
C 155 0
C 156 0
C 157 0
C 158 0
C 159 0
C 160 0
C 161 0
C 162 0
C 163 0
C 164 0
C 165 0
C 166 0
C 167 0
C 168 0
C 169 0
C 170 0
C 171 0
C 172 0
C 173 0
C 174 0
C 175 0
C 176 0
C 177 0
C 178 0
C 179 0
C 180 0
C 181 0
C 182 0
C 183 0
C 184 0
C 185 0
C 186 0
C 187 0
C 188 0
C 189 0
C 190 0
C 191 0
C 192 0
C 193 0
C 194 0
C 195 0
C 196 0
C 197 0
C 198 0
C 199 0
C 200 0
C 201 0
C 202 0
C 203 0
C 204 0
C 205 0
C 206 0
C 207 0
C 208 0
C 209 0
C 210 0
C 211 0
C 212 0
C 213 0
C 214 0
C 215 0
C 216 0
C 217 0
C 218 0
C 219 0
C 220 0
C 221 0
C 222 0
C 223 0
C 224 0
C 225 0
C 226 0
C 227 0
C 228 0
C 229 0
C 230 0
C 231 0
C 232 0
C 233 0
C 234 0
C 235 0
C 236 0
C 237 0
C 238 24
C 239 21
C 240 0
C 241 6
C 242 12
C 243 12
C 244 0
C 245 12
C 246 0
C 247 2
C 248 18
C 249 2
C 250 12
C 251 18
C 252 17
C 253 22
C 254 0
C 255 9
C 256 12
C 257 6
C 258 23
C 259 8
C 260 3
C 261 16
C 262 4
C 263 20
C 264 5
C 265 22
C 266 23
C 267 21
C 268 10
C 269 12
C 270 18
C 271 14
C 272 1
C 273 4
C 274 1
C 275 2
C 276 15
C 277 7
C 278 9
C 279 26
C 280 21
C 281 4
C 282 3
C 283 7
C 284 2
C 285 10
C 286 5
C 287 25
C 288 7
C 289 16
C 290 11
C 291 15
C 292 9
C 293 22
C 294 2
C 295 5
C 296 3
C 297 7
C 298 8
C 299 25
C 300 2
C 301 22
C 302 15
C 303 11
C 304 26
C 305 6
C 306 18
C 307 10
C 308 4
C 309 9
C 310 23
C 311 21
C 312 9
C 313 10
C 314 12
C 315 9
C 316 19
C 317 4
C 318 19
C 319 10
C 320 5
C 321 3
C 322 12
C 323 17
C 324 10
C 325 18
C 326 22
C 327 20
C 328 4
C 329 8
C 330 26
C 331 21
C 332 3
C 333 11
C 334 0
C 335 16
C 336 21
C 337 12
C 338 7
C 339 23
C 340 5
C 341 11
C 342 0
C 343 12
C 344 0
C 345 1
C 346 19
C 347 15
C 348 4
C 349 20
C 350 21
C 351 14
C 352 2
C 353 5
C 354 20
C 355 8
C 356 22
C 357 0
C 358 12
C 359 6
C 360 2
C 361 2
C 362 1
C 363 15
C 364 10
C 365 24
C 366 22
C 367 21
C 368 2
C 369 18
C 370 12
C 371 20
C 372 19
C 373 20
C 374 1
C 375 18
C 376 22
C 377 19
C 378 16
C 379 11
C 380 23
C 381 16
C 382 12
C 383 7
C 384 23
C 385 1
C 386 9
C 387 18
C 388 14
C 389 7
C 390 4
C 391 6
C 392 10
C 393 19
C 394 15
C 395 20
C 396 3
C 397 8
C 398 9
C 399 16
C 400 9
C 401 0
C 402 7
C 403 14
C 404 24
I 1 3 3 (3,4,0) (1,0,1,0)|(0,-1,1,0)
I 3 1 29 (5,5,4) (1,0,-1,0)
I 4 1 40 (4,1,4) (1,1,-1,0)
I 0 3 8 (5,3,2) (-1,1,0,0)|(0,1,1,0)
I 5 3 17 (1,1,5) (-1,-1,-1,0)
