D (-1,-1,-1) (1,4,1)
C 363 22
C 364 8
C 365 9
C 366 3
C 367 6
C 368 8
C 369 26
C 370 16
C 371 17
C 372 4
C 373 16
C 374 14
C 375 20
C 376 4
C 377 23
C 378 1
C 379 25
C 380 11
C 381 4
C 382 12
C 383 11
C 384 3
C 385 22
C 386 18
C 387 1
C 388 22
C 389 19
C 390 7
C 391 11
C 392 14
C 393 6
C 394 9
C 395 16
C 396 18
C 397 26
C 398 23
C 399 12
C 400 25
C 401 12
C 402 2
C 403 14
C 404 12
I 0 3 8 (2,2,5) (1,-1,0,0)|(-1,1,-1,0)
