D (-1,-1,-1) (2,5,1)
C 248 17
C 249 18
C 250 2
C 251 24
C 252 25
C 253 7
C 254 11
C 255 26
C 256 7
C 257 2
C 258 22
C 259 19
C 260 23
C 261 24
C 262 15
C 263 20
C 264 14
C 265 11
C 266 25
C 267 18
C 268 20
C 269 6
C 270 21
C 271 1
C 272 3
C 273 18
C 274 21
C 275 17
C 276 1
C 277 0
C 278 6
C 279 1
C 280 7
C 281 26
C 282 14
C 283 19
C 284 21
C 285 21
C 286 21
C 287 17
C 288 21
C 289 1
C 290 21
C 291 18
C 292 0
C 293 3
C 294 3
C 295 4
C 296 25
C 297 2
C 298 9
C 299 21
C 300 3
C 301 2
C 302 9
C 303 15
C 304 11
C 305 24
C 306 7
C 307 24
C 308 7
C 309 21
C 310 8
C 311 7
C 312 4
C 313 10
C 314 18
C 315 12
C 316 25
C 317 1
C 318 26
C 319 10
C 320 24
C 321 19
C 322 22
C 323 1
C 324 15
C 325 5
C 326 1
C 327 16
C 328 12
C 329 7
C 330 16
C 331 8
C 332 2
C 333 14
C 334 0
C 335 16
C 336 10
C 337 12
C 338 3
C 339 23
C 340 21
C 341 16
C 342 20
C 343 16
C 344 12
C 345 22
C 346 24
C 347 2
C 348 9
C 349 3
C 350 11
C 351 3
C 352 12
C 353 10
C 354 3
C 355 24
C 356 12
C 357 22
C 358 12
C 359 7
C 360 2
C 361 21
C 362 8
C 363 26
C 364 4
C 365 4
C 366 6
C 367 14
C 368 16
C 369 10
C 370 9
C 371 22
C 372 6
C 373 14
C 374 11
C 375 22
C 376 22
C 377 4
C 378 9
C 379 0
C 380 2
C 381 10
C 382 6
C 383 15
C 384 23
C 385 11
C 386 4
C 387 20
C 388 15
C 389 3
C 390 9
C 391 25
C 392 19
C 393 16
C 394 7
C 395 6
C 396 24
C 397 14
C 398 17
C 399 26
C 400 18
C 401 12
C 402 22
C 403 16
C 404 1
C 405 20
C 406 4
C 407 21
C 408 15
C 409 10
C 410 21
C 411 2
C 412 9
C 413 18
C 414 3
C 415 24
C 416 21
C 417 6
C 418 24
C 419 21
C 420 18
C 421 2
C 422 23
C 423 22
C 424 23
C 425 16
C 426 2
C 427 1
C 428 10
C 429 15
C 430 23
C 431 0
C 432 11
C 433 5
C 434 14
C 435 26
C 436 17
C 437 11
C 438 6
C 439 0
C 440 3
C 441 7
C 442 24
C 443 12
C 444 23
C 445 17
C 446 5
C 447 19
C 448 16
C 449 8
C 450 24
C 451 21
C 452 7
C 453 10
C 454 5
C 455 16
C 456 5
C 457 20
C 458 3
C 459 4
C 460 3
C 461 22
C 462 25
C 463 7
C 464 11
C 465 5
C 466 7
C 467 12
C 468 22
C 469 20
C 470 21
C 471 6
C 472 26
C 473 17
C 474 8
C 475 9
C 476 26
C 477 20
C 478 7
C 479 19
C 480 1
C 481 16
C 482 18
C 483 16
C 484 1
C 485 23
C 486 10
C 487 8
C 488 18
C 489 9
C 490 9
C 491 19
C 492 1
C 493 1
C 494 16
C 495 0
C 496 21
C 497 25
C 498 11
C 499 22
C 500 14
C 501 24
C 502 21
C 503 10
C 504 9
C 505 14
C 506 0
C 507 10
C 508 23
C 509 24
C 510 25
C 511 2
C 512 12
C 513 26
C 514 18
C 515 5
C 516 16
C 517 7
C 518 4
C 519 20
C 520 22
C 521 19
C 522 0
C 523 0
C 524 16
C 525 6
C 526 19
C 527 2
C 528 22
C 529 26
C 530 25
C 531 21
C 532 26
C 533 9
C 534 17
C 535 1
C 536 19
C 537 9
C 538 17
C 539 3
C 540 14
C 541 19
C 542 26
C 543 7
C 544 10
C 545 19
C 546 19
C 547 0
C 548 7
C 549 12
C 550 21
C 551 6
C 552 15
C 553 8
C 554 10
C 555 23
C 556 7
C 557 19
C 558 20
C 559 3
C 560 5
C 561 7
C 562 18
C 563 25
C 564 8
C 565 9
C 566 26
C 567 5
C 568 24
C 569 5
C 570 6
C 571 0
C 572 3
C 573 26
C 574 11
C 575 9
C 576 0
C 577 24
C 578 17
C 579 2
C 580 23
C 581 14
C 582 21
C 583 15
C 584 16
C 585 3
C 586 11
C 587 21
C 588 19
C 589 16
C 590 6
C 591 6
C 592 14
C 593 22
C 594 26
C 595 18
C 596 22
C 597 26
C 598 12
C 599 3
C 600 6
C 601 18
C 602 6
C 603 7
C 604 9
C 605 25
C 606 10
C 607 23
C 608 7
C 609 26
C 610 6
C 611 16
C 612 12
C 613 24
C 614 0
C 615 6
C 616 15
C 617 17
C 618 24
C 619 16
C 620 18
C 621 5
C 622 8
C 623 8
C 624 7
C 625 20
C 626 18
C 627 16
C 628 26
C 629 21
C 630 20
C 631 12
C 632 12
C 633 7
C 634 14
C 635 22
C 636 5
C 637 25
C 638 19
C 639 5
C 640 24
C 641 15
C 642 19
C 643 4
C 644 11
C 645 16
C 646 5
C 647 5
C 648 22
C 649 5
C 650 7
C 651 22
C 652 8
C 653 8
C 654 1
C 655 22
C 656 22
C 657 1
C 658 14
C 659 23
C 660 12
C 661 18
C 662 4
C 663 5
C 664 8
C 665 4
C 666 9
C 667 22
C 668 4
C 669 18
C 670 23
C 671 18
C 672 14
C 673 26
C 674 7
I 0 3 6 (1,2,3) (1,1,1,0)|(-1,-1,0,0)|(1,-1,0,0)|(0,0,0,0)|(-1,-1,-1,0)
I 2 2 30 (2,5,3) (0,-1,1,0)
I 3 2 32 (3,5,4) (1,-1,-1,0)
