D (-1,-1,-1) (4,3,1)
C 325 0
C 326 0
C 327 0
C 328 0
C 329 0
C 330 0
C 331 0
C 332 0
C 333 0
C 334 0
C 335 0
C 336 0
C 337 0
C 338 0
C 339 0
C 340 0
C 341 0
C 342 0
C 343 0
C 344 0
C 345 0
C 346 0
C 347 0
C 348 0
C 349 0
C 350 0
C 351 0
C 352 0
C 353 0
C 354 0
C 355 0
C 356 0
C 357 0
C 358 0
C 359 0
C 360 0
C 361 0
C 362 0
C 363 0
C 364 0
C 365 0
C 366 0
C 367 0
C 368 0
C 369 0
C 370 0
C 371 0
C 372 0
C 373 0
C 374 0
C 375 0
C 376 0
C 377 0
C 378 0
C 379 0
C 380 0
C 381 0
C 382 3
C 383 21
C 384 23
C 385 11
C 386 18
C 387 7
C 388 11
C 389 4
C 390 16
C 391 7
C 392 10
C 393 24
C 394 8
C 395 17
C 396 0
C 397 18
C 398 19
C 399 24
C 400 6
C 401 24
C 402 22
C 403 2
C 404 23
I 2 2 1 (2,3,4) (0,1,0,0)|(1,1,1,0)|(0,-1,-1,0)
I 2 3 33 (0,2,2) (1,-1,1,0)
I 3 2 18 (1,3,1) (0,1,0,0)
I 1 2 2 (1,3,3) (0,1,1,0)|(1,0,-1,0)|(1,0,-1,0)
I 4 1 4 (5,4,3) (1,0,0,0)
