D (-1,-1,-1) (4,1,2)
C 130 3
C 131 21
C 132 21
C 133 8
C 134 9
C 135 24
C 136 18
C 137 14
C 138 9
C 139 5
C 140 19
C 141 1
C 142 19
C 143 26
C 144 2
C 145 9
C 146 1
C 147 20
C 148 5
C 149 22
C 150 19
C 151 25
C 152 9
C 153 7
C 154 19
C 155 19
C 156 6
C 157 26
C 158 15
C 159 23
C 160 19
C 161 6
C 162 18
C 163 4
C 164 15
C 165 7
C 166 14
C 167 18
C 168 4
C 169 26
C 170 9
C 171 5
C 172 7
C 173 3
C 174 21
C 175 20
C 176 4
C 177 26
C 178 16
C 179 17
C 180 3
C 181 17
C 182 23
C 183 8
C 184 16
C 185 19
C 186 25
C 187 4
C 188 7
C 189 2
C 190 20
C 191 14
C 192 7
C 193 15
C 194 14
C 195 21
C 196 2
C 197 18
C 198 19
C 199 18
C 200 3
C 201 10
C 202 26
C 203 17
C 204 12
C 205 10
C 206 14
C 207 0
C 208 0
C 209 0
C 210 0
C 211 0
C 212 0
C 213 0
C 214 0
C 215 0
C 216 0
C 217 0
C 218 0
C 219 0
C 220 0
C 221 0
C 222 0
C 223 0
C 224 0
C 225 0
C 226 0
C 227 0
C 228 0
C 229 0
C 230 0
C 231 0
C 232 0
C 233 0
C 234 0
C 235 0
C 236 0
C 237 0
C 238 0
C 239 0
C 240 0
C 241 0
C 242 0
C 243 0
C 244 0
C 245 0
C 246 0
C 247 0
C 248 0
C 249 0
C 250 0
C 251 0
C 252 0
C 253 0
C 254 0
C 255 0
C 256 0
C 257 0
C 258 0
C 259 0
C 260 0
C 261 0
C 262 0
C 263 5
C 264 3
C 265 26
C 266 4
C 267 16
C 268 19
C 269 2
C 270 0
C 271 0
C 272 0
C 273 0
C 274 0
C 275 0
C 276 0
C 277 0
C 278 0
C 279 0
C 280 0
C 281 0
C 282 0
C 283 0
C 284 0
C 285 0
C 286 0
C 287 0
C 288 0
C 289 0
C 290 0
C 291 0
C 292 0
C 293 0
C 294 0
C 295 0
C 296 0
C 297 0
C 298 0
C 299 0
C 300 0
C 301 0
C 302 0
C 303 0
C 304 0
C 305 0
C 306 0
C 307 0
C 308 0
C 309 0
C 310 0
C 311 0
C 312 0
C 313 0
C 314 0
C 315 0
C 316 0
C 317 0
C 318 0
C 319 0
C 320 0
C 321 0
C 322 0
C 323 0
C 324 0
C 325 0
C 326 0
C 327 0
C 328 0
C 329 0
C 330 0
C 331 0
C 332 0
C 333 0
C 334 0
C 335 0
C 336 0
C 337 0
C 338 0
C 339 0
C 340 0
C 341 0
C 342 0
C 343 0
C 344 0
C 345 0
C 346 0
C 347 0
C 348 0
C 349 0
C 350 0
C 351 0
C 352 0
C 353 0
C 354 0
C 355 0
C 356 0
C 357 0
C 358 0
C 359 0
C 360 0
C 361 0
C 362 0
C 363 0
C 364 0
C 365 23
C 366 7
C 367 7
C 368 18
C 369 0
C 370 17
C 371 19
C 372 7
C 373 20
C 374 12
C 375 22
C 376 16
C 377 9
C 378 17
C 379 25
C 380 9
C 381 9
C 382 21
C 383 17
C 384 19
C 385 0
C 386 21
C 387 20
C 388 3
C 389 3
C 390 23
C 391 14
C 392 25
C 393 9
C 394 0
C 395 11
C 396 12
C 397 24
C 398 22
C 399 5
C 400 23
C 401 8
C 402 9
C 403 22
C 404 24
I 4 3 26 (4,2,5) (1,1,-1,0)
I 3 2 40 (2,0,0) (-1,1,-1,0)|(1,0,1,0)|(1,0,1,0)
I 0 3 1 (4,1,3) (-1,1,0,0)
I 4 2 18 (5,0,1) (-1,-1,-1,0)
I 2 2 12 (2,2,4) (0,1,-1,0)|(0,0,-1,0)
